,age,fnlwgt,education.num,marital.status,occupation,relationship,hours.per.week
15185,18,152641,6,Never-married,Prof-specialty,Own-child,40
15186,42,339346,14,Divorced,Adm-clerical,Not-in-family,25
15187,39,287306,10,Separated,Adm-clerical,Unmarried,40
15188,21,88926,10,Never-married,Prof-specialty,Own-child,10
15189,36,91275,10,Never-married,Adm-clerical,Unmarried,40
15190,56,244554,6,Widowed,Machine-op-inspct,Unmarried,40
15191,49,232586,3,Married-civ-spouse,Craft-repair,Husband,40
15192,47,127678,10,Married-civ-spouse,Sales,Husband,80
15193,44,162184,10,Separated,Adm-clerical,Unmarried,40
15194,40,408229,2,Never-married,Other-service,Not-in-family,45
15195,62,197286,8,Married-civ-spouse,Farming-fishing,Husband,48
15196,25,252803,9,Never-married,Other-service,Unmarried,40
15197,63,110890,14,Divorced,Prof-specialty,Not-in-family,70
15198,51,160724,16,Married-civ-spouse,Prof-specialty,Husband,99
15199,25,89625,9,Never-married,Adm-clerical,Own-child,40
15200,62,266037,10,Married-civ-spouse,Prof-specialty,Husband,40
15201,27,126730,9,Never-married,Sales,Not-in-family,40
15202,48,96854,10,Never-married,Adm-clerical,Not-in-family,30
15203,32,186788,9,Married-civ-spouse,Transport-moving,Husband,40
15204,36,28996,10,Married-civ-spouse,Sales,Husband,45
15205,30,347166,9,Divorced,Craft-repair,Not-in-family,40
15206,45,110311,14,Divorced,Exec-managerial,Unmarried,40
15207,27,310850,9,Married-civ-spouse,Transport-moving,Husband,50
15208,41,220694,13,Divorced,Other-service,Not-in-family,37
15209,61,149405,9,Married-civ-spouse,Other-service,Husband,40
15210,70,131699,13,Divorced,Exec-managerial,Unmarried,55
15211,55,49996,7,Never-married,Machine-op-inspct,Not-in-family,40
15212,35,187112,13,Never-married,Other-service,Not-in-family,45
15213,36,180859,11,Married-civ-spouse,Handlers-cleaners,Husband,38
15214,29,185647,10,Never-married,Tech-support,Own-child,60
15215,30,316606,13,Married-civ-spouse,Other-service,Wife,40
15216,45,274657,7,Married-civ-spouse,Craft-repair,Husband,40
15217,18,338836,9,Never-married,Other-service,Own-child,20
15218,28,216814,9,Married-civ-spouse,Transport-moving,Husband,40
15219,27,106935,13,Married-civ-spouse,Exec-managerial,Husband,45
15220,38,223433,9,Never-married,Machine-op-inspct,Not-in-family,40
15221,33,174789,9,Married-civ-spouse,Craft-repair,Husband,40
15222,25,135603,9,Married-civ-spouse,Transport-moving,Husband,40
15223,25,344719,9,Married-civ-spouse,Prof-specialty,Wife,4
15224,38,372484,7,Never-married,Other-service,Own-child,40
15225,23,181820,10,Never-married,Farming-fishing,Unmarried,45
15226,40,235371,11,Divorced,Prof-specialty,Unmarried,40
15227,20,299399,10,Never-married,Sales,Own-child,20
15228,41,202508,9,Married-civ-spouse,Machine-op-inspct,Husband,48
15229,44,172025,10,Separated,Adm-clerical,Unmarried,38
15230,49,246891,13,Married-civ-spouse,Adm-clerical,Husband,40
15231,22,450920,12,Never-married,Adm-clerical,Not-in-family,40
15232,26,53598,10,Never-married,Adm-clerical,Not-in-family,40
15233,47,103757,12,Married-civ-spouse,Craft-repair,Husband,40
15234,48,76017,9,Widowed,Other-service,Unmarried,25
15235,28,80158,9,Never-married,Exec-managerial,Own-child,40
15236,44,427952,13,Married-civ-spouse,Prof-specialty,Husband,40
15237,20,230955,8,Never-married,Prof-specialty,Not-in-family,35
15238,36,342642,14,Never-married,Exec-managerial,Not-in-family,15
15239,77,253642,4,Married-civ-spouse,Machine-op-inspct,Husband,30
15240,21,219086,9,Never-married,Other-service,Own-child,35
15241,24,162593,13,Never-married,Adm-clerical,Not-in-family,40
15242,30,87561,12,Never-married,Tech-support,Not-in-family,40
15243,51,142411,11,Divorced,Adm-clerical,Unmarried,50
15244,22,154422,10,Divorced,Sales,Own-child,30
15245,23,169104,10,Never-married,Sales,Own-child,25
15246,17,151141,8,Never-married,Sales,Own-child,20
15247,48,267912,13,Never-married,Other-service,Not-in-family,50
15248,43,137126,10,Married-civ-spouse,Exec-managerial,Husband,40
15249,34,152453,8,Married-civ-spouse,Craft-repair,Husband,40
15250,19,357059,9,Never-married,Adm-clerical,Own-child,35
15251,42,202011,10,Never-married,Exec-managerial,Not-in-family,40
15252,23,98283,13,Never-married,Exec-managerial,Own-child,40
15253,61,176965,15,Married-civ-spouse,Prof-specialty,Husband,50
15254,63,187919,7,Married-civ-spouse,Other-service,Husband,30
15255,65,274916,9,Widowed,Sales,Unmarried,40
15256,41,193524,12,Married-civ-spouse,Tech-support,Husband,40
15257,35,152734,10,Married-civ-spouse,Protective-serv,Husband,40
15258,21,263641,9,Divorced,Sales,Other-relative,40
15259,48,102076,13,Never-married,Adm-clerical,Unmarried,35
15260,43,33331,13,Married-civ-spouse,Sales,Husband,55
15261,22,156773,10,Never-married,Prof-specialty,Not-in-family,15
15262,56,115439,10,Married-civ-spouse,Craft-repair,Husband,60
15263,47,181652,9,Divorced,Adm-clerical,Not-in-family,40
15264,26,120268,13,Never-married,Adm-clerical,Own-child,24
15265,39,196308,10,Married-civ-spouse,Other-service,Wife,24
15266,45,40690,10,Never-married,Farming-fishing,Own-child,75
15267,49,228583,9,Divorced,Other-service,Unmarried,40
15268,23,695136,9,Never-married,Handlers-cleaners,Not-in-family,30
15269,69,209236,9,Married-civ-spouse,Adm-clerical,Husband,36
15270,41,214838,14,Married-civ-spouse,Exec-managerial,Husband,60
15271,40,188436,9,Separated,Exec-managerial,Other-relative,40
15272,25,177625,9,Never-married,Machine-op-inspct,Not-in-family,40
15273,52,124591,9,Never-married,Handlers-cleaners,Unmarried,40
15274,50,221532,12,Married-civ-spouse,Craft-repair,Husband,40
15275,21,232577,11,Never-married,Tech-support,Own-child,30
15276,48,168216,10,Married-civ-spouse,Sales,Husband,40
15277,27,214702,15,Married-civ-spouse,Prof-specialty,Husband,42
15278,63,237620,9,Married-civ-spouse,Craft-repair,Husband,30
15279,47,54887,16,Married-civ-spouse,Prof-specialty,Husband,40
15280,28,224506,10,Married-civ-spouse,Sales,Husband,40
15281,58,183870,9,Divorced,Adm-clerical,Not-in-family,40
15282,41,208330,10,Married-civ-spouse,Sales,Husband,51
15283,67,168370,10,Married-civ-spouse,Sales,Husband,40
15284,62,320376,9,Married-civ-spouse,Sales,Wife,48
15285,28,192384,10,Married-civ-spouse,Handlers-cleaners,Husband,40
15286,26,167350,8,Never-married,Handlers-cleaners,Own-child,40
15287,46,103538,15,Married-civ-spouse,Prof-specialty,Husband,65
15288,29,58522,9,Married-civ-spouse,Craft-repair,Husband,40
15289,39,191342,13,Married-civ-spouse,Craft-repair,Husband,40
15290,25,193820,14,Never-married,Prof-specialty,Own-child,35
15291,20,258490,10,Never-married,Sales,Not-in-family,35
15292,21,56520,10,Never-married,Adm-clerical,Own-child,40
15293,25,102476,13,Never-married,Prof-specialty,Not-in-family,50
15294,44,311357,15,Married-civ-spouse,Prof-specialty,Husband,50
15295,37,166497,9,Never-married,Adm-clerical,Own-child,38
15296,29,338270,9,Separated,Adm-clerical,Unmarried,40
15297,18,282394,10,Never-married,Sales,Own-child,21
15298,32,383269,13,Never-married,Exec-managerial,Unmarried,40
15299,58,119386,11,Divorced,Adm-clerical,Not-in-family,60
15300,50,196975,9,Married-civ-spouse,Craft-repair,Husband,40
15301,29,334221,10,Never-married,Other-service,Not-in-family,18
15302,58,27385,9,Married-civ-spouse,Exec-managerial,Husband,60
15303,29,133846,10,Never-married,Other-service,Own-child,40
15304,36,361888,9,Married-civ-spouse,Transport-moving,Husband,45
15305,21,230429,9,Never-married,Craft-repair,Not-in-family,35
15306,49,328776,9,Divorced,Exec-managerial,Unmarried,40
15307,60,243829,14,Divorced,Prof-specialty,Not-in-family,50
15308,30,280069,10,Never-married,Sales,Not-in-family,48
15309,55,305759,9,Divorced,Other-service,Not-in-family,40
15310,64,164876,9,Divorced,Transport-moving,Unmarried,20
15311,29,138597,12,Never-married,Prof-specialty,Other-relative,40
15312,42,144778,9,Married-civ-spouse,Craft-repair,Husband,50
15313,55,171015,9,Widowed,Sales,Unmarried,40
15314,43,112494,9,Divorced,Transport-moving,Not-in-family,45
15315,28,408473,8,Never-married,Sales,Not-in-family,40
15316,46,27802,12,Married-civ-spouse,Tech-support,Husband,38
15317,34,236318,9,Never-married,Machine-op-inspct,Unmarried,40
15318,43,315971,14,Never-married,Exec-managerial,Not-in-family,40
15319,24,698418,10,Never-married,Adm-clerical,Own-child,25
15320,21,329530,7,Married-civ-spouse,Craft-repair,Husband,40
15321,65,194456,13,Married-civ-spouse,Craft-repair,Husband,40
15322,20,282579,10,Never-married,Other-service,Not-in-family,40
15323,31,26401,14,Divorced,Adm-clerical,Not-in-family,25
15324,22,83998,10,Never-married,Sales,Not-in-family,40
15325,20,94364,10,Never-married,Prof-specialty,Not-in-family,20
15326,44,174189,10,Married-civ-spouse,Sales,Husband,60
15327,44,101967,14,Married-civ-spouse,Prof-specialty,Wife,40
15328,41,146908,16,Married-civ-spouse,Prof-specialty,Husband,60
15329,21,31606,10,Never-married,Other-service,Own-child,25
15330,24,132327,10,Married-spouse-absent,Sales,Unmarried,30
15331,24,112459,14,Never-married,Prof-specialty,Not-in-family,45
15332,28,48894,9,Married-civ-spouse,Adm-clerical,Own-child,40
15333,39,181943,13,Never-married,Exec-managerial,Not-in-family,35
15334,24,195808,9,Never-married,Protective-serv,Not-in-family,40
15335,50,172052,9,Married-civ-spouse,Prof-specialty,Husband,35
15336,68,351711,10,Married-civ-spouse,Adm-clerical,Husband,40
15337,31,190305,14,Married-civ-spouse,Prof-specialty,Husband,50
15338,22,464103,2,Never-married,Craft-repair,Not-in-family,40
15339,18,36348,10,Never-married,Prof-specialty,Own-child,48
15340,25,120238,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,40
15341,28,354095,10,Never-married,Sales,Not-in-family,40
15342,17,308901,7,Never-married,Adm-clerical,Own-child,15
15343,24,208826,16,Never-married,Prof-specialty,Not-in-family,99
15344,20,369677,6,Separated,Sales,Not-in-family,36
15345,45,98524,12,Married-civ-spouse,Adm-clerical,Husband,40
15346,57,231232,4,Married-civ-spouse,Craft-repair,Husband,40
15347,24,119156,13,Never-married,Prof-specialty,Own-child,40
15348,22,320451,10,Never-married,Protective-serv,Own-child,24
15349,41,38397,9,Divorced,Other-service,Not-in-family,40
15350,51,189183,13,Married-civ-spouse,Exec-managerial,Husband,40
15351,46,199281,13,Separated,Prof-specialty,Unmarried,40
15352,52,286342,9,Divorced,Machine-op-inspct,Not-in-family,38
15353,50,152810,13,Married-civ-spouse,Sales,Husband,40
15354,26,176981,13,Never-married,Adm-clerical,Own-child,50
15355,17,117549,6,Never-married,Sales,Other-relative,12
15356,64,254797,10,Married-civ-spouse,Exec-managerial,Husband,40
15357,51,133336,9,Married-civ-spouse,Tech-support,Husband,40
15358,28,182826,9,Married-civ-spouse,Prof-specialty,Husband,35
15359,51,136224,13,Divorced,Adm-clerical,Not-in-family,40
15360,48,272778,10,Divorced,Other-service,Unmarried,32
15361,44,279183,10,Married-civ-spouse,Other-service,Own-child,40
15362,47,110243,7,Married-civ-spouse,Other-service,Husband,40
15363,52,202071,9,Widowed,Craft-repair,Own-child,40
15364,58,197642,10,Never-married,Adm-clerical,Not-in-family,39
15365,19,125591,7,Never-married,Other-service,Not-in-family,40
15366,40,197462,13,Married-civ-spouse,Tech-support,Husband,40
15367,23,238831,10,Never-married,Adm-clerical,Own-child,40
15368,31,182177,13,Married-civ-spouse,Other-service,Husband,40
15369,40,240504,12,Married-civ-spouse,Exec-managerial,Husband,40
15370,48,125892,10,Married-civ-spouse,Sales,Husband,38
15371,46,154430,14,Divorced,Exec-managerial,Not-in-family,50
15372,50,222020,9,Married-civ-spouse,Craft-repair,Husband,40
15373,18,243240,9,Never-married,Machine-op-inspct,Not-in-family,37
15374,26,158734,14,Never-married,Exec-managerial,Not-in-family,30
15375,36,257691,13,Never-married,Sales,Not-in-family,20
15376,19,209826,10,Never-married,Sales,Own-child,15
15377,54,133050,10,Never-married,Sales,Not-in-family,41
15378,29,138332,10,Married-civ-spouse,Adm-clerical,Own-child,6
15379,81,201398,14,Widowed,Prof-specialty,Unmarried,60
15380,37,526968,14,Never-married,Prof-specialty,Not-in-family,38
15381,40,79036,11,Divorced,Transport-moving,Not-in-family,50
15382,36,240323,10,Widowed,Adm-clerical,Unmarried,40
15383,18,270544,8,Never-married,Adm-clerical,Own-child,30
15384,44,199551,7,Separated,Tech-support,Not-in-family,40
15385,36,231052,9,Separated,Other-service,Unmarried,35
15386,69,203072,16,Married-civ-spouse,Prof-specialty,Husband,50
15387,17,126771,8,Never-married,Prof-specialty,Own-child,7
15388,38,31848,11,Married-civ-spouse,Craft-repair,Husband,40
15389,27,328981,9,Never-married,Machine-op-inspct,Unmarried,40
15390,52,159670,12,Married-civ-spouse,Exec-managerial,Husband,40
15391,24,450695,12,Never-married,Sales,Not-in-family,35
15392,57,182028,13,Married-civ-spouse,Exec-managerial,Wife,40
15393,19,349620,6,Never-married,Machine-op-inspct,Own-child,40
15394,38,161066,9,Divorced,Craft-repair,Not-in-family,50
15395,21,548303,9,Married-civ-spouse,Prof-specialty,Own-child,40
15396,29,150861,10,Never-married,Adm-clerical,Not-in-family,40
15397,33,335625,10,Divorced,Prof-specialty,Not-in-family,40
15398,26,133766,9,Married-civ-spouse,Farming-fishing,Husband,70
15399,28,200511,9,Separated,Farming-fishing,Not-in-family,55
15400,26,50103,10,Married-civ-spouse,Sales,Wife,40
15401,37,148266,15,Married-civ-spouse,Prof-specialty,Husband,6
15402,49,177211,13,Married-civ-spouse,Other-service,Husband,40
15403,28,132686,13,Married-civ-spouse,Exec-managerial,Husband,55
15404,57,21626,10,Divorced,Other-service,Not-in-family,40
15405,60,52900,4,Married-civ-spouse,Transport-moving,Husband,40
15406,20,150084,9,Never-married,Prof-specialty,Own-child,25
15407,38,248886,9,Married-civ-spouse,Adm-clerical,Husband,42
15408,60,145493,10,Divorced,Adm-clerical,Not-in-family,40
15409,44,399155,9,Never-married,Craft-repair,Own-child,40
15410,19,227310,10,Never-married,Other-service,Own-child,25
15411,59,333270,14,Married-civ-spouse,Craft-repair,Wife,35
15412,50,231495,9,Married-civ-spouse,Other-service,Husband,40
15413,35,133935,13,Married-civ-spouse,Craft-repair,Husband,40
15414,46,55237,10,Divorced,Machine-op-inspct,Unmarried,40
15415,18,183034,10,Never-married,Sales,Own-child,35
15416,32,245487,3,Married-civ-spouse,Machine-op-inspct,Husband,40
15417,32,185480,11,Divorced,Other-service,Unmarried,40
15418,39,114251,9,Married-civ-spouse,Craft-repair,Husband,40
15419,25,181814,9,Never-married,Craft-repair,Other-relative,40
15420,38,125324,10,Married-civ-spouse,Exec-managerial,Husband,80
15421,36,34744,12,Divorced,Other-service,Unmarried,37
15422,56,131608,10,Married-civ-spouse,Sales,Husband,40
15423,35,226916,13,Widowed,Adm-clerical,Not-in-family,40
15424,56,124137,9,Divorced,Adm-clerical,Not-in-family,41
15425,17,96282,6,Never-married,Other-service,Own-child,14
15426,56,229335,9,Divorced,Adm-clerical,Not-in-family,40
15427,61,199495,8,Married-civ-spouse,Craft-repair,Husband,40
15428,25,111675,10,Married-civ-spouse,Sales,Husband,43
15429,27,139209,9,Never-married,Machine-op-inspct,Unmarried,40
15430,50,32372,9,Married-civ-spouse,Farming-fishing,Husband,30
15431,33,203784,11,Married-civ-spouse,Farming-fishing,Husband,62
15432,38,64875,10,Never-married,Farming-fishing,Unmarried,60
15433,51,41806,7,Married-civ-spouse,Machine-op-inspct,Husband,40
15434,27,208725,12,Never-married,Sales,Not-in-family,42
15435,49,79019,14,Widowed,Prof-specialty,Unmarried,16
15436,26,136951,9,Separated,Machine-op-inspct,Unmarried,40
15437,42,203554,14,Married-civ-spouse,Exec-managerial,Husband,60
15438,38,170861,10,Never-married,Adm-clerical,Own-child,40
15439,48,199590,9,Married-civ-spouse,Other-service,Husband,40
15440,30,182177,9,Never-married,Other-service,Not-in-family,40
15441,25,183678,13,Never-married,Prof-specialty,Not-in-family,50
15442,50,209320,13,Married-civ-spouse,Sales,Husband,40
15443,54,206862,9,Married-civ-spouse,Exec-managerial,Husband,36
15444,37,168941,7,Divorced,Craft-repair,Not-in-family,40
15445,17,75333,6,Never-married,Sales,Own-child,24
15446,57,139290,9,Divorced,Other-service,Not-in-family,38
15447,33,400416,6,Never-married,Other-service,Own-child,20
15448,41,223763,14,Married-civ-spouse,Craft-repair,Husband,65
15449,45,77927,13,Widowed,Other-service,Own-child,40
15450,50,175804,9,Married-civ-spouse,Sales,Husband,48
15451,18,91525,9,Never-married,Sales,Other-relative,25
15452,19,279968,10,Never-married,Adm-clerical,Own-child,20
15453,26,77698,10,Married-civ-spouse,Prof-specialty,Wife,40
15454,61,198686,12,Married-civ-spouse,Prof-specialty,Husband,2
15455,67,190340,7,Married-civ-spouse,Prof-specialty,Husband,40
15456,41,113491,10,Married-civ-spouse,Prof-specialty,Husband,40
15457,29,202878,9,Never-married,Craft-repair,Not-in-family,50
15458,27,108431,10,Never-married,Craft-repair,Not-in-family,40
15459,35,194490,9,Divorced,Adm-clerical,Unmarried,38
15460,37,48093,13,Never-married,Craft-repair,Not-in-family,90
15461,22,136824,7,Never-married,Adm-clerical,Not-in-family,40
15462,25,143280,6,Never-married,Priv-house-serv,Own-child,24
15463,26,150062,9,Married-civ-spouse,Sales,Husband,50
15464,27,298510,9,Divorced,Protective-serv,Own-child,40
15465,51,115025,9,Married-civ-spouse,Craft-repair,Husband,40
15466,45,350440,9,Married-civ-spouse,Exec-managerial,Husband,40
15467,60,83850,9,Married-civ-spouse,Sales,Husband,40
15468,35,62669,10,Married-civ-spouse,Exec-managerial,Husband,55
15469,24,229773,9,Never-married,Machine-op-inspct,Own-child,40
15470,40,196234,9,Divorced,Craft-repair,Own-child,40
15471,69,163595,9,Widowed,Prof-specialty,Not-in-family,20
15472,52,49069,10,Married-civ-spouse,Adm-clerical,Wife,40
15473,38,122952,9,Separated,Craft-repair,Unmarried,35
15474,18,123856,7,Never-married,Sales,Own-child,49
15475,24,216181,11,Never-married,Machine-op-inspct,Own-child,40
15476,52,180062,10,Married-civ-spouse,Exec-managerial,Husband,60
15477,21,188535,9,Never-married,Machine-op-inspct,Not-in-family,44
15478,64,170421,10,Widowed,Craft-repair,Not-in-family,8
15479,25,283087,10,Never-married,Exec-managerial,Own-child,40
15480,34,341051,14,Married-civ-spouse,Adm-clerical,Husband,50
15481,39,34378,9,Married-civ-spouse,Farming-fishing,Husband,50
15482,26,380674,9,Never-married,Handlers-cleaners,Own-child,52
15483,19,304469,6,Never-married,Farming-fishing,Own-child,25
15484,35,99146,9,Married-civ-spouse,Exec-managerial,Husband,50
15485,26,205109,14,Never-married,Prof-specialty,Not-in-family,40
15486,38,99156,9,Separated,Other-service,Own-child,35
15487,45,97842,10,Married-civ-spouse,Machine-op-inspct,Husband,65
15488,18,100875,7,Never-married,Other-service,Unmarried,28
15489,51,200576,10,Divorced,Adm-clerical,Not-in-family,63
15490,36,355053,9,Separated,Other-service,Unmarried,28
15491,18,118376,10,Never-married,Other-service,Own-child,16
15492,37,117567,13,Married-civ-spouse,Exec-managerial,Husband,60
15493,39,189632,9,Married-civ-spouse,Adm-clerical,Wife,40
15494,21,170108,10,Never-married,Other-service,Own-child,40
15495,33,192663,9,Separated,Sales,Not-in-family,35
15496,23,526164,13,Never-married,Adm-clerical,Unmarried,40
15497,52,146579,9,Divorced,Sales,Unmarried,40
15498,28,60288,9,Never-married,Adm-clerical,Own-child,40
15499,23,241951,10,Never-married,Prof-specialty,Not-in-family,40
15500,48,213140,10,Married-civ-spouse,Exec-managerial,Husband,40
15501,17,218124,7,Never-married,Sales,Own-child,20
15502,22,279802,10,Never-married,Prof-specialty,Own-child,3
15503,26,153078,9,Never-married,Adm-clerical,Own-child,80
15504,40,167919,9,Married-civ-spouse,Craft-repair,Husband,40
15505,90,250832,6,Married-civ-spouse,Exec-managerial,Husband,40
15506,28,193158,9,Divorced,Sales,Own-child,40
15507,44,172032,9,Married-civ-spouse,Transport-moving,Husband,40
15508,43,269015,9,Married-civ-spouse,Machine-op-inspct,Husband,40
15509,17,262196,6,Never-married,Prof-specialty,Own-child,8
15510,49,125892,13,Married-civ-spouse,Exec-managerial,Husband,40
15511,27,134890,13,Never-married,Tech-support,Own-child,50
15512,60,261119,9,Divorced,Craft-repair,Unmarried,40
15513,33,119409,9,Married-civ-spouse,Machine-op-inspct,Wife,40
15514,53,118793,6,Married-civ-spouse,Craft-repair,Husband,50
15515,19,184207,10,Never-married,Sales,Not-in-family,40
15516,28,191027,9,Divorced,Farming-fishing,Not-in-family,40
15517,22,207782,12,Never-married,Handlers-cleaners,Own-child,20
15518,48,209146,9,Married-civ-spouse,Transport-moving,Husband,60
15519,19,187724,10,Never-married,Other-service,Own-child,25
15520,58,158002,10,Married-civ-spouse,Sales,Husband,40
15521,19,305834,10,Never-married,Craft-repair,Own-child,25
15522,37,122265,9,Divorced,Prof-specialty,Not-in-family,42
15523,22,211798,10,Never-married,Craft-repair,Own-child,40
15524,52,123011,15,Married-civ-spouse,Prof-specialty,Husband,50
15525,31,36302,13,Married-civ-spouse,Machine-op-inspct,Husband,50
15526,62,169204,9,Widowed,Craft-repair,Unmarried,40
15527,26,38232,13,Never-married,Prof-specialty,Not-in-family,50
15528,64,277657,9,Widowed,Adm-clerical,Not-in-family,24
15529,38,32271,10,Married-civ-spouse,Craft-repair,Husband,40
15530,28,226198,9,Divorced,Exec-managerial,Not-in-family,40
15531,19,28145,9,Never-married,Other-service,Own-child,52
15532,39,140477,9,Never-married,Machine-op-inspct,Not-in-family,10
15533,50,165050,6,Married-civ-spouse,Craft-repair,Husband,40
15534,39,202937,14,Married-civ-spouse,Prof-specialty,Wife,40
15535,36,316298,13,Never-married,Tech-support,Own-child,40
15536,39,203070,11,Married-civ-spouse,Handlers-cleaners,Husband,49
15537,51,103995,12,Never-married,Sales,Not-in-family,25
15538,28,176137,9,Never-married,Other-service,Own-child,32
15539,57,103948,15,Married-civ-spouse,Prof-specialty,Husband,30
15540,40,39581,15,Separated,Prof-specialty,Own-child,40
15541,27,506436,10,Divorced,Sales,Unmarried,40
15542,49,154493,9,Divorced,Exec-managerial,Unmarried,44
15543,34,137223,6,Never-married,Other-service,Own-child,40
15544,24,102323,9,Never-married,Machine-op-inspct,Own-child,40
15545,54,257765,4,Divorced,Machine-op-inspct,Not-in-family,40
15546,52,42924,8,Married-civ-spouse,Craft-repair,Husband,45
15547,43,167599,7,Married-civ-spouse,Handlers-cleaners,Wife,25
15548,84,368925,3,Widowed,Prof-specialty,Not-in-family,15
15549,79,100881,12,Married-civ-spouse,Prof-specialty,Wife,2
15550,35,52738,10,Married-civ-spouse,Machine-op-inspct,Husband,46
15551,56,98418,9,Divorced,Transport-moving,Not-in-family,30
15552,30,381153,9,Never-married,Craft-repair,Not-in-family,40
15553,54,103700,9,Widowed,Other-service,Unmarried,40
15554,35,298635,13,Never-married,Sales,Not-in-family,50
15555,32,127895,10,Never-married,Adm-clerical,Own-child,40
15556,44,212760,13,Married-civ-spouse,Exec-managerial,Husband,60
15557,32,281384,9,Married-AF-spouse,Other-service,Other-relative,10
15558,60,181200,8,Married-civ-spouse,Adm-clerical,Husband,40
15559,40,257364,10,Divorced,Other-service,Not-in-family,45
15560,50,283281,4,Married-civ-spouse,Machine-op-inspct,Husband,40
15561,58,214502,5,Married-civ-spouse,Handlers-cleaners,Husband,50
15562,41,69333,9,Married-civ-spouse,Craft-repair,Husband,45
15563,28,190060,9,Married-civ-spouse,Sales,Husband,40
15564,53,95864,9,Never-married,Adm-clerical,Other-relative,35
15565,17,275778,5,Never-married,Prof-specialty,Own-child,25
15566,45,27332,9,Divorced,Sales,Not-in-family,40
15567,23,24395,9,Never-married,Handlers-cleaners,Own-child,30
15568,25,330695,10,Married-civ-spouse,Sales,Husband,50
15569,40,171615,10,Never-married,Craft-repair,Not-in-family,35
15570,28,116372,13,Never-married,Exec-managerial,Not-in-family,60
15571,27,38599,8,Never-married,Transport-moving,Not-in-family,40
15572,19,202184,10,Never-married,Adm-clerical,Own-child,15
15573,24,315303,9,Never-married,Handlers-cleaners,Own-child,25
15574,38,103456,13,Separated,Prof-specialty,Unmarried,40
15575,24,163480,14,Never-married,Adm-clerical,Not-in-family,40
15576,18,317425,7,Never-married,Other-service,Own-child,7
15577,58,216941,9,Divorced,Exec-managerial,Unmarried,40
15578,35,116541,14,Never-married,Prof-specialty,Own-child,44
15579,43,186396,5,Never-married,Machine-op-inspct,Not-in-family,20
15580,24,385540,9,Married-civ-spouse,Sales,Husband,40
15581,63,201631,5,Married-civ-spouse,Farming-fishing,Husband,40
15582,40,439919,5,Married-civ-spouse,Machine-op-inspct,Husband,40
15583,21,182117,13,Never-married,Other-service,Other-relative,20
15584,20,334113,10,Married-civ-spouse,Other-service,Husband,40
15585,49,228372,10,Married-civ-spouse,Prof-specialty,Husband,20
15586,47,211123,9,Married-civ-spouse,Craft-repair,Husband,40
15587,48,38819,9,Married-civ-spouse,Craft-repair,Husband,36
15588,23,302836,12,Married-civ-spouse,Prof-specialty,Husband,40
15589,35,89040,13,Married-civ-spouse,Exec-managerial,Husband,40
15590,46,264210,10,Married-civ-spouse,Farming-fishing,Wife,20
15591,18,87157,8,Never-married,Other-service,Own-child,25
15592,28,398918,13,Never-married,Prof-specialty,Not-in-family,50
15593,62,123612,13,Married-civ-spouse,Prof-specialty,Husband,4
15594,20,155818,9,Never-married,Other-service,Own-child,20
15595,28,243660,9,Married-civ-spouse,Transport-moving,Husband,40
15596,57,134195,9,Married-civ-spouse,Sales,Husband,40
15597,56,238638,4,Married-civ-spouse,Craft-repair,Husband,40
15598,33,159929,9,Married-civ-spouse,Craft-repair,Husband,40
15599,19,198668,9,Never-married,Handlers-cleaners,Own-child,40
15600,29,215504,9,Married-civ-spouse,Machine-op-inspct,Husband,40
15601,30,158002,10,Never-married,Craft-repair,Other-relative,55
15602,53,35305,13,Divorced,Prof-specialty,Unmarried,57
15603,25,195994,2,Never-married,Priv-house-serv,Not-in-family,40
15604,44,321824,9,Married-civ-spouse,Protective-serv,Husband,38
15605,22,180449,10,Married-civ-spouse,Handlers-cleaners,Husband,28
15606,40,201764,9,Divorced,Craft-repair,Not-in-family,40
15607,25,250038,11,Never-married,Adm-clerical,Not-in-family,40
15608,30,226535,4,Married-civ-spouse,Farming-fishing,Husband,40
15609,51,136121,11,Divorced,Adm-clerical,Unmarried,38
15610,17,47199,7,Never-married,Priv-house-serv,Own-child,24
15611,46,215895,13,Married-civ-spouse,Protective-serv,Husband,40
15612,50,24647,10,Married-civ-spouse,Adm-clerical,Husband,40
15613,34,734193,10,Never-married,Exec-managerial,Not-in-family,50
15614,42,321086,14,Married-civ-spouse,Prof-specialty,Husband,50
15615,41,192589,13,Married-civ-spouse,Adm-clerical,Husband,40
15616,32,326283,13,Never-married,Other-service,Unmarried,40
15617,32,207284,9,Married-civ-spouse,Machine-op-inspct,Husband,40
15618,47,109089,10,Married-civ-spouse,Prof-specialty,Husband,70
15619,50,274528,10,Married-civ-spouse,Sales,Husband,40
15620,77,142646,4,Widowed,Priv-house-serv,Unmarried,23
15621,33,180859,9,Divorced,Exec-managerial,Not-in-family,40
15622,47,188610,9,Married-civ-spouse,Machine-op-inspct,Husband,48
15623,64,169604,7,Married-civ-spouse,Transport-moving,Husband,40
15624,34,260560,9,Married-civ-spouse,Exec-managerial,Husband,50
15625,34,188245,9,Never-married,Prof-specialty,Unmarried,35
15626,37,52465,9,Never-married,Other-service,Not-in-family,40
15627,34,737315,13,Married-civ-spouse,Prof-specialty,Husband,40
15628,22,195143,10,Never-married,Prof-specialty,Own-child,29
15629,50,219420,16,Divorced,Sales,Not-in-family,64
